,anime_id,title,score,score_count,rank,popularity,related,genre,producer
10385,12431,Uchuu Kyoudai,8.56,345,80.0,881,"{'Adaptation': [{'mal_id': 14483, 'type': 'manga', 'url': 'https://myanimelist.net/manga/14483/Uchuu_Kyoudai', 'title': 'Uchuu Kyoudai'}], 'Side story': [{'mal_id': 13479, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13479/Uchuu_Kyoudai__Apos_Dream', 'title': 'Uchuu Kyoudai: Apo&#039;s Dream'}, {'mal_id': 17573, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17573/Planetarium_Uchuu_Kyoudai__Itten_no_Hikari', 'title': 'Planetarium Uchuu Kyoudai: Itten no Hikari'}], 'Prequel': [{'mal_id': 22583, 'type': 'anime', 'url': 'https://myanimelist.net/anime/22583/Uchuu_Kyoudai__Number_Zero', 'title': 'Uchuu Kyoudai: Number Zero'}]}","Comedy, Sci-Fi, Seinen, Slice of Life, Space","Aniplex, Dentsu, YTV, Trinity Sound"
2470,12549,"Dakara Boku wa, H ga Dekinai.",6.87,2016,4030.0,302,"{'Adaptation': [{'mal_id': 25597, 'type': 'manga', 'url': 'https://myanimelist.net/manga/25597/Dakara_Boku_wa_H_ga_Dekinai', 'title': 'Dakara Boku wa, H ga Dekinai.'}], 'Sequel': [{'mal_id': 14893, 'type': 'anime', 'url': 'https://myanimelist.net/anime/14893/Dakara_Boku_wa_H_ga_Dekinai_OVA', 'title': 'Dakara Boku wa, H ga Dekinai. OVA'}], 'Summary': [{'mal_id': 15325, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15325/Dakara_Boku_wa_H_ga_Dekinai_Recap', 'title': 'Dakara Boku wa, H ga Dekinai. Recap'}]}","Comedy, Ecchi, Romance, Supernatural","Geneon Universal Entertainment, Sotsu, Lantis, AT-X, KlockWorx, Fujimi Shobo"
11283,12673,Papa no Iukoto wo Kikinasai!: Pokkapoka,7.26,404,2584.0,2246,"{'Prequel': [{'mal_id': 11179, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11179/Papa_no_Iukoto_wo_Kikinasai', 'title': 'Papa no Iukoto wo Kikinasai!'}], 'Sequel': [{'mal_id': 17875, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17875/Papa_no_Iukoto_wo_Kikinasai_OVA', 'title': 'Papa no Iukoto wo Kikinasai! OVA'}]}","Comedy, Romance, Slice of Life",
9533,12815,Shirokuma Cafe,8.01,115,549.0,1405,"{'Adaptation': [{'mal_id': 35695, 'type': 'manga', 'url': 'https://myanimelist.net/manga/35695/Shirokuma_Café', 'title': 'Shirokuma Café'}]}","Slice of Life, Comedy, Josei","TV Tokyo, Avex Entertainment"
6861,12823,Shakugan no Shana III (Final) Specials,7.21,117,2790.0,3015,"{'Spin-off': [{'mal_id': 6773, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6773/Shakugan_no_Shana_III_Final', 'title': 'Shakugan no Shana III (Final)'}], 'Prequel': [{'mal_id': 7375, 'type': 'anime', 'url': 'https://myanimelist.net/anime/7375/Shakugan_no_Shana_S_Specials', 'title': 'Shakugan no Shana S Specials'}]}","Comedy, Parody",
12053,13117,Hakuouki Movie 1: Kyoto Ranbu,7.86,71,779.0,2922,"{'Alternative version': [{'mal_id': 6895, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6895/Hakuouki', 'title': 'Hakuouki'}, {'mal_id': 9723, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9723/Hakuouki_Hekketsuroku_Episode_0', 'title': 'Hakuouki Hekketsuroku Episode 0'}], 'Sequel': [{'mal_id': 13119, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13119/Hakuouki_Movie_2__Shikon_Soukyuu', 'title': 'Hakuouki Movie 2: Shikon Soukyuu'}]}","Action, Historical, Supernatural, Drama, Samurai, Josei","Geneon Universal Entertainment, Frontier Works, KlockWorx"
1978,13271,Hunter x Hunter Movie 1: Phantom Rouge,7.37,605,2150.0,1283,"{'Adaptation': [{'mal_id': 45996, 'type': 'manga', 'url': 'https://myanimelist.net/manga/45996/Hunter_x_Hunter__Kurapika_Tsuioku-hen', 'title': 'Hunter x Hunter: Kurapika Tsuioku-hen'}], 'Parent story': [{'mal_id': 11061, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11061/Hunter_x_Hunter_2011', 'title': 'Hunter x Hunter (2011)'}]}","Action, Adventure, Super Power, Shounen","VAP, Nippon Television Network, TOHO animation, Shueisha, Hiroshima Television"
9056,13349,Chouyaku Hyakuninisshu: Uta Koi.,7.53,127,1549.0,2744,"{'Adaptation': [{'mal_id': 35813, 'type': 'manga', 'url': 'https://myanimelist.net/manga/35813/Chouyaku_Hyakuninisshu__Uta_Koi', 'title': 'Chouyaku Hyakuninisshu: Uta Koi.'}], 'Other': [{'mal_id': 16119, 'type': 'anime', 'url': 'https://myanimelist.net/anime/16119/Chouyaku_Hyakuninisshu__Uta_Koi_-_Sake_to_Kikoushi__Murasaki_Kishikibu_to_Kintou', 'title': 'Chouyaku Hyakuninisshu: Uta Koi. - Sake to Kikoushi ~ Murasaki Kishikibu to Kintou'}]}","Historical, Josei, Romance","TV Tokyo, Aniplex, Nihon Ad Systems, DAX Production"
2869,14093,Pokemon Best Wishes! Season 2,6.64,199,5028.0,2248,"{'Prequel': [{'mal_id': 9107, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9107/Pokemon_Best_Wishes', 'title': 'Pokemon Best Wishes!'}], 'Side story': [{'mal_id': 12671, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12671/Pokemon_Best_Wishes_Season_2__Kyurem_vs_Seikenshi', 'title': 'Pokemon Best Wishes! Season 2: Kyurem vs. Seikenshi'}, {'mal_id': 13799, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13799/Pokemon__Meloetta_no_Kirakira_Recital', 'title': 'Pokemon: Meloetta no Kirakira Recital'}, {'mal_id': 14935, 'type': 'anime', 'url': 'https://myanimelist.net/anime/14935/Pokemon__Utae_Meloetta_-_Rinka_no_Mi_wo_Sagase', 'title': 'Pokemon: Utae Meloetta - Rinka no Mi wo Sagase!'}, {'mal_id': 16678, 'type': 'anime', 'url': 'https://myanimelist.net/anime/16678/Pokemon__Pikachu_to_Eievui_Friends', 'title': 'Pokemon: Pikachu to Eievui Friends'}, {'mal_id': 16680, 'type': 'anime', 'url': 'https://myanimelist.net/anime/16680/Pokemon_Best_Wishes_Season_2__Shinsoku_no_Genosect_-_Mewtwo_Kakusei', 'title': 'Pokemon Best Wishes! Season 2: Shinsoku no Genosect - Mewtwo Kakusei'}], 'Sequel': [{'mal_id': 17115, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17115/Pokemon_Best_Wishes_Season_2__Episode_N', 'title': 'Pokemon Best Wishes! Season 2: Episode N'}], 'Alternative setting': [{'mal_id': 34514, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34514/Pokemon_Generations', 'title': 'Pokemon Generations'}]}","Action, Adventure, Comedy, Fantasy, Kids","TV Tokyo, MediaNet, Half H.P Studio, Studio Jack"
6862,14527,Medaka Box Abnormal,7.57,924,1431.0,965,"{'Adaptation': [{'mal_id': 13949, 'type': 'manga', 'url': 'https://myanimelist.net/manga/13949/Medaka_Box', 'title': 'Medaka Box'}], 'Prequel': [{'mal_id': 11761, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11761/Medaka_Box', 'title': 'Medaka Box'}]}","Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power","TV Tokyo, Lantis, Hakoniwa Academy Student Council"
3735,14629,Starship Troopers: Invasion,6.79,36,4375.0,5641,"{'Alternative version': [{'mal_id': 2516, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2516/Uchuu_no_Senshi', 'title': 'Uchuu no Senshi'}], 'Sequel': [{'mal_id': 36194, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36194/Starship_Troopers__Traitor_of_Mars', 'title': 'Starship Troopers: Traitor of Mars'}]}","Action, Military, Sci-Fi",Sola Digital Arts
10431,14663,Queen&#039;s Blade Rebellion vs. Hagure Yuusha no Aesthetica,6.22,121,6707.0,3616,"{'Character': [{'mal_id': 11859, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11859/Queens_Blade__Rebellion', 'title': 'Queen&#039;s Blade: Rebellion'}, {'mal_id': 13161, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13161/Hagure_Yuusha_no_Aesthetica', 'title': 'Hagure Yuusha no Aesthetica'}]}","Action, Ecchi, Fantasy",
10810,14719,JoJo no Kimyou na Bouken (TV),8.41,1636,159.0,166,"{'Adaptation': [{'mal_id': 1517, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1517/JoJo_no_Kimyou_na_Bouken_Part_1__Phantom_Blood', 'title': 'JoJo no Kimyou na Bouken Part 1: Phantom Blood'}, {'mal_id': 1630, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1630/JoJo_no_Kimyou_na_Bouken_Part_2__Sentou_Chuuryuu', 'title': 'JoJo no Kimyou na Bouken Part 2: Sentou Chuuryuu'}], 'Alternative version': [{'mal_id': 3603, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3603/JoJo_no_Kimyou_na_Bouken__Phantom_Blood', 'title': 'JoJo no Kimyou na Bouken: Phantom Blood'}], 'Sequel': [{'mal_id': 20899, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20899/JoJo_no_Kimyou_na_Bouken__Stardust_Crusaders', 'title': 'JoJo no Kimyou na Bouken: Stardust Crusaders'}]}","Action, Adventure, Supernatural, Vampire, Shounen","Yomiko Advertising, Warner Bros., KlockWorx"
6363,14749,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,7.27,1909,2535.0,310,"{'Adaptation': [{'mal_id': 26613, 'type': 'manga', 'url': 'https://myanimelist.net/manga/26613/Ore_no_Kanojo_to_Osananajimi_ga_Shuraba_sugiru', 'title': 'Ore no Kanojo to Osananajimi ga Shuraba sugiru'}]}","Comedy, Harem, Romance, School","Aniplex, Magic Capsule, SoftBank Creative Corp."
7695,14853,Tsukumo,6.76,46,4520.0,4950,"{'Other': [{'mal_id': 13639, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13639/Hi_no_Youjin', 'title': 'Hi no Youjin'}, {'mal_id': 17677, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17677/Buki_yo_Saraba', 'title': 'Buki yo Saraba'}, {'mal_id': 17679, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17679/Gambo', 'title': 'Gambo'}, {'mal_id': 19573, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19573/Short_Peace_Opening', 'title': 'Short Peace Opening'}]}","Supernatural, Historical",
11930,14893,"Dakara Boku wa, H ga Dekinai. OVA",6.85,514,4099.0,1741,"{'Adaptation': [{'mal_id': 25597, 'type': 'manga', 'url': 'https://myanimelist.net/manga/25597/Dakara_Boku_wa_H_ga_Dekinai', 'title': 'Dakara Boku wa, H ga Dekinai.'}], 'Prequel': [{'mal_id': 12549, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12549/Dakara_Boku_wa_H_ga_Dekinai', 'title': 'Dakara Boku wa, H ga Dekinai.'}]}","Comedy, Romance, Ecchi","Sotsu, Fujimi Shobo"
9763,15109,Cuticle Tantei Inaba,7.41,519,1965.0,1264,"{'Adaptation': [{'mal_id': 15715, 'type': 'manga', 'url': 'https://myanimelist.net/manga/15715/Cuticle_Tantei_Inaba', 'title': 'Cuticle Tantei Inaba'}]}","Action, Mystery, Comedy, Supernatural, Shounen","Frontier Works, Media Factory, AT-X, Showgate, BIGLOBE"
10657,15119,Senran Kagura,6.45,399,5815.0,1116,"{'Adaptation': [{'mal_id': 33267, 'type': 'manga', 'url': 'https://myanimelist.net/manga/33267/Senran_Kagura__Shoujo-tachi_no_Shinei', 'title': 'Senran Kagura: Shoujo-tachi no Shinei'}], 'Side story': [{'mal_id': 17345, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17345/Senran_Kagura_Specials', 'title': 'Senran Kagura Specials'}, {'mal_id': 27967, 'type': 'anime', 'url': 'https://myanimelist.net/anime/27967/Senran_Kagura_Estival_Versus__Shoujo-tachi_no_Sentaku', 'title': 'Senran Kagura Estival Versus: Shoujo-tachi no Sentaku'}], 'Sequel': [{'mal_id': 36037, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36037/Senran_Kagura_2nd_Season', 'title': 'Senran Kagura 2nd Season'}]}","Action, Comedy, Ecchi, School","Genco, Lantis, Media Factory, AT-X, Marvelous AQL, Showgate, Senran Kagura Partners"
307,15125,Teekyuu,6.71,276,4733.0,1715,"{'Adaptation': [{'mal_id': 44949, 'type': 'manga', 'url': 'https://myanimelist.net/manga/44949/Teekyuu', 'title': 'Teekyuu'}], 'Sequel': [{'mal_id': 18121, 'type': 'anime', 'url': 'https://myanimelist.net/anime/18121/Teekyuu_2', 'title': 'Teekyuu 2'}], 'Other': [{'mal_id': 19297, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19297/Ketsuekigata-kun_Featuring_Yuri___Nasuno', 'title': 'Ketsuekigata-kun! Featuring Yuri & Nasuno'}], 'Spin-off': [{'mal_id': 32454, 'type': 'anime', 'url': 'https://myanimelist.net/anime/32454/Usakame', 'title': 'Usakame'}]}","Comedy, School, Shounen, Sports","DAX Production, Earth Star Entertainment"
3804,15313,Wooser no Sono Higurashi,6.31,77,6371.0,3795,"{'Sequel': [{'mal_id': 16738, 'type': 'anime', 'url': 'https://myanimelist.net/anime/16738/Wooser_no_Sono_Higurashi__Ken_to_Pants_to_Wooser_to', 'title': 'Wooser no Sono Higurashi: Ken to Pants to Wooser to'}]}","Slice of Life, Comedy, Fantasy","TV Tokyo, Good Smile Company"
11378,15439,"Kono Danshi, Ningyo Hiroimashita.",7.65,165,1224.0,2638,"{'Other': [{'mal_id': 11355, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11355/Kono_Danshi_Uchuujin_to_Tatakaemasu', 'title': 'Kono Danshi, Uchuujin to Tatakaemasu.'}, {'mal_id': 25143, 'type': 'anime', 'url': 'https://myanimelist.net/anime/25143/Kono_Danshi_Sekika_ni_Nayandemasu', 'title': 'Kono Danshi, Sekika ni Nayandemasu.'}, {'mal_id': 31815, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31815/Kono_Danshi_Mahou_ga_Oshigoto_Desu', 'title': 'Kono Danshi, Mahou ga Oshigoto Desu.'}]}","Fantasy, Shounen Ai",CoMix Wave Films
7130,15609,"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito",6.88,325,4000.0,2220,"{'Adaptation': [{'mal_id': 26622, 'type': 'manga', 'url': 'https://myanimelist.net/manga/26622/Kono_Naka_ni_Hitori_Imouto_ga_Iru', 'title': 'Kono Naka ni Hitori, Imouto ga Iru!'}], 'Prequel': [{'mal_id': 13367, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13367/Kono_Naka_ni_Hitori_Imouto_ga_Iru', 'title': 'Kono Naka ni Hitori, Imouto ga Iru!'}]}","Harem, Comedy, Romance, Ecchi, School","Lantis, TBS, DAX Production"
11038,15699,Haiyore! Nyaruko-san W,7.4,1066,2016.0,786,"{'Adaptation': [{'mal_id': 23485, 'type': 'manga', 'url': 'https://myanimelist.net/manga/23485/Haiyore_Nyaruko-san', 'title': 'Haiyore! Nyaruko-san'}], 'Prequel': [{'mal_id': 11785, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11785/Haiyore_Nyaruko-san', 'title': 'Haiyore! Nyaruko-san'}], 'Side story': [{'mal_id': 23619, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23619/Haiyore_Nyaruko-san_W_OVA', 'title': 'Haiyore! Nyaruko-san W OVA'}], 'Sequel': [{'mal_id': 26023, 'type': 'anime', 'url': 'https://myanimelist.net/anime/26023/Haiyore_Nyaruko-san_F', 'title': 'Haiyore! Nyaruko-san F'}]}","Comedy, Parody, Sci-Fi","Avex Entertainment, Sotsu, DIVE II Entertainment"
5140,15841,Tsun Tsun Maid wa Ero Ero Desu,7.15,30,,4097,"{'Adaptation': [{'mal_id': 61569, 'type': 'manga', 'url': 'https://myanimelist.net/manga/61569/Tsun_Tsun_Maid_wa_Ero_Ero_desu', 'title': 'Tsun Tsun Maid wa Ero Ero desu'}]}",Hentai,
11335,16782,Kotonoha no Niwa,8.27,2271,266.0,191,"{'Adaptation': [{'mal_id': 51747, 'type': 'manga', 'url': 'https://myanimelist.net/manga/51747/Kotonoha_no_Niwa', 'title': 'Kotonoha no Niwa'}, {'mal_id': 113124, 'type': 'manga', 'url': 'https://myanimelist.net/manga/113124/Kotonoha_no_Niwa', 'title': 'Kotonoha no Niwa'}]}","Slice of Life, Psychological, Drama, Romance","The Answer Studio, TOHO animation"
10225,17187,Ghost in the Shell: Arise - Border:1 Ghost Pain,7.57,372,1425.0,1747,"{'Adaptation': [{'mal_id': 48321, 'type': 'manga', 'url': 'https://myanimelist.net/manga/48321/Koukaku_Kidoutai__Arise_-_Sleepless_Eye', 'title': 'Koukaku Kidoutai: Arise - Sleepless Eye'}], 'Side story': [{'mal_id': 18989, 'type': 'anime', 'url': 'https://myanimelist.net/anime/18989/Ghost_in_the_Shell__Arise_-_Another_Mission', 'title': 'Ghost in the Shell: Arise - Another Mission'}], 'Sequel': [{'mal_id': 19191, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19191/Ghost_in_the_Shell__Arise_-_Border_2_Ghost_Whispers', 'title': 'Ghost in the Shell: Arise - Border:2 Ghost Whispers'}], 'Character': [{'mal_id': 21575, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21575/Ghost_in_the_Shell__Arise_-_Logicoma_Specials', 'title': 'Ghost in the Shell: Arise - Logicoma Specials'}], 'Other': [{'mal_id': 22013, 'type': 'anime', 'url': 'https://myanimelist.net/anime/22013/Ghost_in_the_Shell__Nyuumon_Arise', 'title': 'Ghost in the Shell: Nyuumon Arise'}, {'mal_id': 29822, 'type': 'anime', 'url': 'https://myanimelist.net/anime/29822/Channel_55_2nd_Season', 'title': 'Channel 5.5 2nd Season'}], 'Alternative version': [{'mal_id': 29325, 'type': 'anime', 'url': 'https://myanimelist.net/anime/29325/Ghost_in_the_Shell__Arise_-_Alternative_Architecture', 'title': 'Ghost in the Shell: Arise - Alternative Architecture'}]}","Mecha, Police, Psychological, Sci-Fi",Bandai Visual
3359,17637,Miyakawa-ke no Kuufuku,6.56,130,5379.0,2969,"{'Adaptation': [{'mal_id': 40019, 'type': 'manga', 'url': 'https://myanimelist.net/manga/40019/Miyakawa-ke_no_Kuufuku', 'title': 'Miyakawa-ke no Kuufuku'}, {'mal_id': 91817, 'type': 'manga', 'url': 'https://myanimelist.net/manga/91817/Miyakawa-ke_no_Kuufuku', 'title': 'Miyakawa-ke no Kuufuku'}], 'Spin-off': [{'mal_id': 1887, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1887/Lucky☆Star', 'title': 'Lucky☆Star'}]}",Slice of Life,
4979,17677,Buki yo Saraba,7.07,45,3295.0,4345,"{'Adaptation': [{'mal_id': 8826, 'type': 'manga', 'url': 'https://myanimelist.net/manga/8826/Kanojo_no_Omoide', 'title': 'Kanojo no Omoide...'}], 'Other': [{'mal_id': 13639, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13639/Hi_no_Youjin', 'title': 'Hi no Youjin'}, {'mal_id': 14853, 'type': 'anime', 'url': 'https://myanimelist.net/anime/14853/Tsukumo', 'title': 'Tsukumo'}, {'mal_id': 17679, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17679/Gambo', 'title': 'Gambo'}, {'mal_id': 19573, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19573/Short_Peace_Opening', 'title': 'Short Peace Opening'}]}","Action, Drama, Sci-Fi",
9677,18055,Hakkenden: Touhou Hakken Ibun 2nd Season,7.78,391,923.0,1736,"{'Adaptation': [{'mal_id': 5685, 'type': 'manga', 'url': 'https://myanimelist.net/manga/5685/Hakkenden__Touhou_Hakken_Ibun', 'title': 'Hakkenden: Touhou Hakken Ibun'}], 'Prequel': [{'mal_id': 15613, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15613/Hakkenden__Touhou_Hakken_Ibun', 'title': 'Hakkenden: Touhou Hakken Ibun'}]}","Action, Demons, Supernatural, Fantasy, Shoujo","Bandai Visual, Frontier Works, Lantis, Movic, DAX Production, Sony PCL"
2007,18121,Teekyuu 2,6.86,187,4089.0,2610,"{'Adaptation': [{'mal_id': 44949, 'type': 'manga', 'url': 'https://myanimelist.net/manga/44949/Teekyuu', 'title': 'Teekyuu'}], 'Prequel': [{'mal_id': 15125, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15125/Teekyuu', 'title': 'Teekyuu'}], 'Sequel': [{'mal_id': 20473, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20473/Teekyuu_3', 'title': 'Teekyuu 3'}], 'Other': [{'mal_id': 21201, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21201/Teekyuu_2_Specials', 'title': 'Teekyuu 2 Specials'}]}","Comedy, School, Shounen, Sports","DAX Production, Earth Star Entertainment"
7410,18177,Yowamushi Pedal: Special Ride,7.46,151,1792.0,3305,"{'Adaptation': [{'mal_id': 23627, 'type': 'manga', 'url': 'https://myanimelist.net/manga/23627/Yowamushi_Pedal', 'title': 'Yowamushi Pedal'}], 'Parent story': [{'mal_id': 18179, 'type': 'anime', 'url': 'https://myanimelist.net/anime/18179/Yowamushi_Pedal', 'title': 'Yowamushi Pedal'}]}","Comedy, Drama, Shounen, Sports",TOHO animation
4692,18689,Diamond no Ace,8.2,508,312.0,787,"{'Adaptation': [{'mal_id': 10884, 'type': 'manga', 'url': 'https://myanimelist.net/manga/10884/Diamond_no_Ace', 'title': 'Diamond no Ace'}], 'Side story': [{'mal_id': 25341, 'type': 'anime', 'url': 'https://myanimelist.net/anime/25341/Diamond_no_Ace_OVA', 'title': 'Diamond no Ace OVA'}], 'Sequel': [{'mal_id': 30230, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30230/Diamond_no_Ace__Second_Season', 'title': 'Diamond no Ace: Second Season'}]}","Comedy, School, Shounen, Sports","TV Tokyo, Sotsu, Pony Canyon, Kodansha, AT-X, DAX Production"
7709,18857,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,6.56,1230,5388.0,936,"{'Adaptation': [{'mal_id': 13667, 'type': 'manga', 'url': 'https://myanimelist.net/manga/13667/Ore_no_Imouto_ga_Konnani_Kawaii_Wake_ga_Nai', 'title': 'Ore no Imouto ga Konnani Kawaii Wake ga Nai'}], 'Prequel': [{'mal_id': 13659, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13659/Ore_no_Imouto_ga_Konnani_Kawaii_Wake_ga_Nai', 'title': 'Ore no Imouto ga Konnani Kawaii Wake ga Nai.'}]}","Slice of Life, Comedy, Romance",Aniplex
120,18893,Aoki Hagane no Arpeggio: Ars Nova,7.5,909,1623.0,821,"{'Adaptation': [{'mal_id': 25861, 'type': 'manga', 'url': 'https://myanimelist.net/manga/25861/Aoki_Hagane_no_Arpeggio', 'title': 'Aoki Hagane no Arpeggio'}], 'Other': [{'mal_id': 23627, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23627/Aoki_Hagane_no_Arpeggio__Ars_Nova_-_Kirikumas', 'title': 'Aoki Hagane no Arpeggio: Ars Nova - Kirikumas'}], 'Alternative version': [{'mal_id': 24919, 'type': 'anime', 'url': 'https://myanimelist.net/anime/24919/Aoki_Hagane_no_Arpeggio__Ars_Nova_DC', 'title': 'Aoki Hagane no Arpeggio: Ars Nova DC'}]}","Action, Sci-Fi, Seinen","Sotsu, KlockWorx, flying DOG, Ultra Super Pictures, Showgate, Shounen Gahousha"
12325,19151,Walkure Romanze,6.52,572,5540.0,1086,"{'Adaptation': [{'mal_id': 45379, 'type': 'manga', 'url': 'https://myanimelist.net/manga/45379/Walkure_Romanze__Shoujo_Kishi_Monogatari', 'title': 'Walkure Romanze: Shoujo Kishi Monogatari'}, {'mal_id': 63251, 'type': 'manga', 'url': 'https://myanimelist.net/manga/63251/Walkure_Romanze', 'title': 'Walkure Romanze'}]}","Action, Ecchi, Romance, Harem, School, Sports","Lantis, Pony Canyon"
6480,19193,Ghost in the Shell: Arise - Border:3 Ghost Tears,7.47,217,1723.0,2163,"{'Prequel': [{'mal_id': 19191, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19191/Ghost_in_the_Shell__Arise_-_Border_2_Ghost_Whispers', 'title': 'Ghost in the Shell: Arise - Border:2 Ghost Whispers'}], 'Sequel': [{'mal_id': 19195, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19195/Ghost_in_the_Shell__Arise_-_Border_4_Ghost_Stands_Alone', 'title': 'Ghost in the Shell: Arise - Border:4 Ghost Stands Alone'}], 'Other': [{'mal_id': 22013, 'type': 'anime', 'url': 'https://myanimelist.net/anime/22013/Ghost_in_the_Shell__Nyuumon_Arise', 'title': 'Ghost in the Shell: Nyuumon Arise'}], 'Alternative version': [{'mal_id': 29325, 'type': 'anime', 'url': 'https://myanimelist.net/anime/29325/Ghost_in_the_Shell__Arise_-_Alternative_Architecture', 'title': 'Ghost in the Shell: Arise - Alternative Architecture'}]}","Mecha, Police, Psychological, Sci-Fi",Bandai Visual
4348,19653,Neppuu Kairiku Bushi Road,7.32,201,2350.0,2175,[],"Action, Fantasy, Mecha, Sci-Fi","Bandai Visual, Nitroplus, Bushiroad, Orange, Bushiroad Music"
7868,19799,Robot Girls Z,6.51,123,5575.0,3081,"{'Adaptation': [{'mal_id': 106321, 'type': 'manga', 'url': 'https://myanimelist.net/manga/106321/Robot_Girls_Z', 'title': 'Robot Girls Z'}], 'Other': [{'mal_id': 956, 'type': 'anime', 'url': 'https://myanimelist.net/anime/956/Daikuu_Maryuu_Gaiking', 'title': 'Daikuu Maryuu Gaiking'}, {'mal_id': 1985, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1985/UFO_Robo_Grendizer', 'title': 'UFO Robo Grendizer'}, {'mal_id': 2253, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2253/Mazinger_Z', 'title': 'Mazinger Z'}, {'mal_id': 5658, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5658/Great_Mazinger', 'title': 'Great Mazinger'}, {'mal_id': 10954, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10954/Toei_Robot_Girls', 'title': 'Toei Robot Girls'}, {'mal_id': 37562, 'type': 'anime', 'url': 'https://myanimelist.net/anime/37562/Robot_Girls_Neo', 'title': 'Robot Girls Neo'}], 'Side story': [{'mal_id': 24763, 'type': 'anime', 'url': 'https://myanimelist.net/anime/24763/Robot_Girls_Z_Specials', 'title': 'Robot Girls Z Specials'}], 'Sequel': [{'mal_id': 29035, 'type': 'anime', 'url': 'https://myanimelist.net/anime/29035/Robot_Girls_Z_Plus', 'title': 'Robot Girls Z Plus'}], 'Prequel': [{'mal_id': 30912, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30912/Robot_Girls_Z_Episode_0', 'title': 'Robot Girls Z Episode 0'}]}","Comedy, Mecha, Parody","Nippon Columbia, LandQ studios"
5763,20053,Wizard Barristers: Benmashi Cecil,6.23,368,6670.0,1669,[],"Action, Police, Magic, Fantasy","Pony Canyon, Showgate"
7757,20187,Genei wo Kakeru Taiyou: Fumikomenai Kokoro,6.34,50,6218.0,4768,"{'Sequel': [{'mal_id': 17651, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17651/Genei_wo_Kakeru_Taiyou', 'title': 'Genei wo Kakeru Taiyou'}]}",Magic,Aniplex
